	transcript	backchannel	start	end	role	folder
229	그래서 서로 상대방이 살아온 환경이 다르기 때문에 내가 각자 그 지점에 그 순간에 느끼는 생각과 감정은 타당한데 음 그것을 조금 인정을 해 주는 게 좋을 것 같아요	1	1926.689	1938.845	counselor	1
230	네	0	1938.957	1939.3	client	1
231	또 내 생각을 표현을 하면 어 참고 나는 참고 너는 안 참네? 이렇게 가시면 조금 어느 지점에서 계속 갈등이 발생이 되기 때문에.	1	1964.88	1977.915	counselor	1
232	네	0	1977.62	1977.985	client	1
233	자 그러면 내가 왜 자 대인관계에서 어 나는 참는데 너는 참지 않고 어 이렇게 자꾸 이게 생각이 들 수 들어 가시는지 하게 되시는지.	0	1978.49	1994.442	counselor	1
234	왜 그런지요?	0	1994.823	1995.858	client	1
235	그 관계 경험은 아마 부모님한테 영향을 받으셨을 거예요 아까 말씀하셨듯이.	0	2011.9	2016.922	counselor	1
236	그렇죠. 좀 회피를 하던 게 습관이 됐으니까 네	0	2019.901	2023.01	client	1
237	그러다 보니 타인이 어느 타인이 나한테 어느 선을 자꾸 침범을 한다고 생각을 하시면 되게 힘들어하실 것 같아요	1	2049.861	2058.822	counselor	1
238	네	0	2057.897	2058.36	client	1
239	그동안 굉장히 힘드셨을 것 같아요. 네 굉장히 힘드셨을 것 같아요. 아주 많이 힘드셨을 것 같아요. 네	0	2066.5	2079.0	counselor	1
240	그래서 그렇게까지 생각하지는 않았던 것 같은데. 어 그러니까 어쨌든 이것도 배부른 힘듦이다?	1	2100.1	2110.0	client	1
241	음	0	2105.295	2105.9	counselor	1
242	뭐 이 정도 아닌 사람 없겠냐 맨날 이런 식으로 스스로 생각하는 것들도 있는 것 같아요.	0	2111.731	2115.565	client	1
243	어느 지점에서는 나를 좀 합리화 하시는 부분이 있으세요. 있는데 이제 그거는 좀 일시 그 일시적인 부분이고	1	2116.3	2124.22	counselor	1
244	네	0	2119.551	2119.815	client	1
245	그 부분에 대한 음 갈등이 있으시죠 나 내면에는 음	1	2189.61	2198.645	counselor	1
246	네	0	2197.952	2198.3	client	1
247	내가 어머니 아버님을 위한 삶이라고 생각하는 것은 구체적으로 어떻게 하셨던 것 같으세요?	0	2216.325	2222.3	counselor	1
248	그니까 어떤 지점들이 그런 삶이냐고 여쭤보신 건가.	0	2223.336	2227.642	client	1
249	네. 어머님 아버님의 마음에 내가 맞춰줘서 거기에 맞춤 마음을 맞춰준 게 내가 그 삶을 살았다고 느껴지시나요?	0	2226.51	2234.538	counselor	1
250	아 그니까 딱히 막 그렇게 행동한 건 없거든요. 어쨌든 뭔가 그니까 뭐 예를 들어서 사실 크게는 없는 것 같아요.	1	2233.92	2253.705	client	1
251	음음	0	2239.488	2240.0	counselor	1
252	크게 부모님이 원하니까 이렇게 행동해야지 했다라기보다는 아까 말씀드린 것처럼 어쨌든 여자친구의 존재에 대해서 말씀드리지 않으면서 그 대화를 안 하려고 한 거?	1	2254.1	2268.071	client	1
253	음	0	2259.622	2260.157	counselor	1
254	그리고 난 이런 친구가 있다 이런 친구에 대한 얘기도 거의 그냥 안 하고 뭐 그런 사람이 있어 그래서 그냥 안 하고. 왜냐하면 내 친구를 마음에 안 들어하실 수도 있으니까.	1	2268.87	2282.85	client	1
255	음	0	2283.055	2283.6	counselor	1
256	뭐 직장도 마찬가지고. 뭐가 됐든 부모님의 뭔가 평가의 대상이 될까 봐 제가 갖고 있는 무언가들을 소개시켜 주거나 그거에 대해서 대화하기가 어려운 것 같아요.	1	2284.538	2297.801	client	1
257	음	0	2297.755	2298.155	counselor	1
258	그러다 보니 어떤 큰 선택들을 부모님에 의해서 했다라기보다는 공유 자체를 안 하고 따로 하고 있는 것 같아요 네.	2	2298.355	2309.94	client	1
259	응 사실 잘 모르잖아요 여자친구에 대해서 부모님은?	1	2322.8	2325.79	counselor	1
260	네	0	2324.195	2324.464	client	1
261	부모님의 가치관과 신념으로 평가하거나 판단하는 그런 부분에서 굉장히 좀 많이 어 불편해하시는 부분이 있으신가요?	0	2325.98	2338.1	counselor	1
262	네 그런 것 같아요. 그리고 뭔가 부모님 성향 자체가 그러신 것 같아요. 뭐 TV에 사람 나와도 어 쯧쯧하면서 뭔가 평가를 하는 걸 너무 많이 봤고	1	2338.239	2347.442	client	1
263	아-	0	2347.344	2348.26	counselor	1
264	 그리고 뭐 그냥 같이 얘기할 때도 누구가 어때서 그랬다. 어떤 다른 사람을 입에 올리시기도 하고	1	2348.227	2356.965	client	1
265	응	0	2356.6	2357.2	counselor	1
266	 어떤 사회 현상들에 대해서도 되게 조금 고리타분한 부분들이 있고 그러다 보니까 제 얘기를 안 하게 되는 것 같아요.	1	2358.111	2366.672	client	1
267	내가 평가나 판단을 받는 사람이 되면 어떠신 것 같아요? 내 자신이 어떤 사람이 된 것 같으세요?	0	2368.345	2373.95	counselor	1
268	어떤 지점에서 부모님이 평가나 판단을 하는 그 상황에서는 아 그 부모님의 평가와 판단만큼 부모님이 나한테 지분을 행사하시는구나	1	2402.41	2412.88	counselor	1
269	예.	0	2412.82	2413.233	client	1
270	부모님이 나한테 지분을 행사한다라는 것은 나한테 어떤 의미가 있나요?	0	2415.955	2420.51	counselor	1
271	음 그냥 좀 마마보이처럼 만들려고 하는 것처럼 전 느껴지는 것 같아요. 그니까 그 고등학교 때 이제 연애를 한 번 했었는데	1	2423.505	2438.1	client	1
272	응	0	2438.21	2438.89	counselor	1
273	 사실 뭐 지금 생각해도 고등학교 때 연애할 수 있죠. 그럴 나이인 라고 생각했는데 어쨌든 그렇게 하지 말라고 너무 좀 완강하게 뭐라 하셨고	1	2439.476	2451.05	client	1
274	응	0	2451.055	2451.46	counselor	1
275	 그런 점에서 스스로도 그렇고 몇몇 친구들이 장난으로 마마보이다 이렇게 얘기했는데 그런 것들이 되게 크게 다가오면서 더 반감이 커진 것 같아요 전반적으로.	2	2461.34	2473.36	client	1
276	응- 응-	0	2472.105	2473.92	counselor	1
277	그래서 어 다른 집도 다 그런다고 생각할 수 있는데 더 반감이 커지는 것 같고 왜 내 인생인데 터치하려고 하지? 처럼 다가오는 것 같아요.	1	2474.0	2487.54	client	1
278	 부모님의 지분이 행사가 되면 될수록 나는 부모님에 의해서 좌지우지 되는 사람.	2	2503.1	2508.43	counselor	1
279	아니 그니까 뭐 딱히 그런 적도 별로 없는데 그런 사고나 어떤 분위기라고 해야 될까요? 거기서 그렇게 느껴지는 거.	2	2510.3	2519.18	client	1
280	특별하게 기억이 나는 건 아니지만 어떤 지점지점에 그런 부분들이 이제 느껴졌기 때문에	1	2521.53	2527.755	counselor	1
281	근데 나는 늘 맞춰주는 사람이 되어야 돼? 나는 에 에 나란 존재라는 것은 나한테 안 하고 타인에게 맞춰주는 사람이 되어야 돼?	1	2533.61	2543.43	counselor	1
282	네	0	2537.2	2537.738	client	1
283	당연히 그렇게 생각하실 수 있어요 예. 또 그 또 그렇게 생각하는 것이 또 우리 우진님 생각이니까 맞는 거예요.	1	2545.3	2555.525	counselor	1
284	네	0	2548.2	2548.48	client	1
285	너무 감춰놓고 계세요	0	2566.0	2567.58	counselor	1
286	 그래요.	0	2568.116	2568.81	client	1
287	그러면 이제 여자친구가 삐질 수도 있죠 삐질 수도 있는데	0	2596.757	2600.15	counselor	1
288	근데 그걸 지켜보기가 좀 너무 힘든 것 같아요. 누가 나 때문에 삐져 있는 거를 네. 뭔가 아 막 풀어야 되는 숙제가 하나 생긴 느낌? 예 그게 좀 있는 것 같아요.	2	2600.792	2613.4	client	1
289	음	0	2613.02	2613.55	counselor	1
290	그니까 되게 실망하실 것 같아요. 솔직해졌다가는.	0	2627.195	2630.91	client	1
291	부모님이 실망하면은 우진님이 우진님이 아니신가요?	0	2633.67	2640.9	counselor	1
292	아 그렇다기보다는 어쨌든 그 실망을 하시면은 뭔가 그 실망감을 풀어야 된다는 그게 또 새로운 숙제가 된 거죠. 마찬가지로. 그래서 조금 어려웠던 것 같아요.	0	2641.878	2656.914	client	1
293	음 에 그것도 이제 타인에 의한 삶이신 거죠. 부모님의 어떤 삶이신 거죠. 거기에 내가 맞춰주기 위해서 나는 계속 그 착한 아들로 있어요	0	2658.115	2673.6	counselor	1
294	네 맞아요.	0	2664.335	2665.144	client	1
295	그런데 이제 내가 생각하기에 다 나를 드러내면 착한 아들은 부모님이 기대하는 착한 아들은 아니라는 네 그것도 이제 어 초점이 그게 부모님한테 가 있는 거예요	1	2674.1	2687.955	counselor	1
296	어떻게 하지 그럼?	0	2692.054	2693.211	client	1
297	그래 이 상황에서는 내가 가니까 짜증이 날 수 있겠다	0	2847.103	2850.85	counselor	1
298	근데 그렇게 하고 나면 사실 뭐가 바뀌는 건지 잘 모르겠긴 한데. 뭔가 어쨌	1	2857.99	2865.038	client	1
299	그니까 내가 무언가를 해줘야 된다라는 그니까 타인들이 좀 감정이 상해 있을 때 내가 가만히 있지 않고 내가 무언가를 해줘야 된다는 어떤 압박감이 있으세요	1	2864.664	2876.896	counselor	1
300	네	0	2876.99	2877.38	client	1
301	거기서 풀어지지 않으면 그것도 여자친구의 몫이에요	1	2901.84	2905.05	counselor	1
302	네	0	2905.3	2905.82	client	1
303	누구 생각이신가요?	0	2920.95	2922.51	counselor	1
304	제 생각이에요.	0	2923.7	2925.18	client	1
305	 어느 지점에서 내가 느껴서 내가 그런 생각을 하시는	0	2937.33	2940.728	counselor	1
306	그런 것처럼 조금 태생적으로 누군가의 어떤 눈치를 되게 많이 보고 예 좀 최대한 평화로운 방식대로 행동하려고 했던 것들이 있다 보니까 좀 그렇지 않았나 싶긴 한데 네네.	1	2949.3	2967.72	client	1
307	50분 상담에 이제 많은 것이 다 나오기는 어려워요 에 어렵고	1	2968.505	2972.923	counselor	1
308	아 네네	0	2971.536	2972.17	client	1
309	그래서 이제 여자친구나 부모님을 조금 더 이렇게 좀 객관적으로 놓고 나한테 집중을 하시면. 굉장히 필요하실 것 같고	1	3047.6	3056.6	counselor	1
310	나 자신을 위해서 상담을 받으시면 좀 많이 편안해지시고 내가 왜 그렇게 가지고 놓지 못하고 있는지 그걸 좀 해결을 하시면 굉장히 또 행복하실 것 같아요 네	0	3076.9	3094.895	counselor	1
311	네. 맞는 것 같아요.	0	3095.0	3098.0	client	1
312	그것을 꼭 보셨으면 좋겠어요	1	3111.841	3113.805	counselor	1
313	네	0	3113.91	3114.4	client	1
314	그래서 좀 아마 하시면 좀 여러 회기를 좀 하셔야 될 부분이 좀 있으세요	0	3115.321	3119.567	counselor	1
315	어떤 거요?	0	3119.64	3120.395	client	1
316	상담을 하시게 되면은 조금 길게 상담이 좀 들어가셔야 될 것 같아요	1	3120.6	3124.97	counselor	1
317	 네.	0	3124.694	3125.184	client	1
318	이제 한 회기라 너무 짧은 회기이기 때문에 단회기기 때문에. 좀 어떠신가요?	2	3128.071	3134.65	counselor	1
319	아 근데 되게 뭔가 산발돼 있던 어떤 생각들이 모아 주시는 것 같다는 생각은 들어요.	2	3136.0	3147.08	client	1
320	어-	0	3145.1	3145.85	counselor	1
321	근데 이제 동시에 좀 뭔가 액션으로 바뀌기는 여전히 어려울 것 같다는 생각은 들고요 네	0	3148.945	3157.99	client	1
322	아휴-! 아!	0	3154.74	3156.312	counselor	1
323	그래도 어쨌든 그 뭔가 문장으로 표현돼서 좋은 것 같기는 해요.	2	3158.19	3164.53	client	1
324	음-	0	3164.8	3165.83	counselor	1
325	말씀하신 것들에 좀 공감하는 것들도 있어서.	2	3165.5	3168.09	client	1
326	음 다행이에요 그렇게도 조금 정리가 조금이나마 되시고	1	3169.6	3173.815	counselor	1
327	네	0	3170.6	3171.232	client	1
328	나한테 계속 물어보세요 우진아 지금 어떤 생각이 들고 어떤 감정이 들어? 계속 나한테 집중을 하시면 그렇게 하시면	1	3174.3	3185.533	counselor	1
329	네	0	3176.0	3176.248	client	1
330	 조금 오늘 일찍 도착을 하셨더라고요.	0	0.0	3.0	counselor	2
331	 아 예	0	2.0	4.0	client	2
332	 네-	0	3.0	4.0	counselor	2
333	상담에 기대하는 마음이 조금 크셨을까요?	0	4.0	9.0	counselor	2
334	 아 실은 오전에 근처에서 조금 볼 일이 있었는데	1	9.0	14.0	client	2
335	 예상했던 것보다 좀 많이 일찍 끝나게 돼가지고	1	14.0	17.0	client	2
336	 혹시나 좀 일찍 방문 드려도 되는지 여쭤봤는데	1	17.0	22.0	client	2
337	 감사하게도 또 허락을 해주신 거예요.	1	22.0	25.0	client	2
338	다행이시네요.	0	26.0	28.0	counselor	2
339	 네 맞아요	0	28.0	29.0	client	2
340	자 이제 우리 보경님이 설레는 마음은 어떤 마음이실까요?	0	28.0	33.0	counselor	2
341	그 어떤 변화가 있을 것 같은 그런 기대감	1	33.0	38.0	client	2
342	그게 있었던 것 같아요.	1	38.0	40.0	client	2
343	네.	1	40.0	41.0	counselor	2
344	 네	0	40.0	41.0	client	2
345	상담을 신청하시고 어떤 마음의 변화가 좀 있으셨을까요?	1	41.0	46.0	counselor	2
346	사실 그거에는 변화가 없는 것 같고	1	57.0	61.0	client	2
347	음-	0	60.0	61.0	counselor	2
348	 어 근데 이제 오늘 오면서는 좀 어떤 그 변화에 대한 기대감은 조금 있고	1	61.0	67.0	client	2
349	이 정도인 것 같아요. 네	0	67.0	68.0	client	2
350	 어떤 부분에서 내가?	1	73.0	75.0	counselor	2
351	주변 상황을 만드는 거는 저라고 생각하는데	1	77.0	82.0	client	2
352	 주변 상황을 만들어 나갈 수 있는 힘을 갖춘 그런 능력을 갖춘 제가 되려면	1	85.0	93.0	client	2
353	 제 마음이 행복하고 활기차고 뭔가 저만의 철학이나 기준	2	93.0	99.0	client	2
354	 이런 게 이제 딱 올곧게 서 있어야 된다고 생각을 하거든요.	1	99.0	103.0	client	2
355	 네.	0	103.0	104.0	counselor	2
356	그런데 지금 그런 게 딱히 마땅히 없어가지고 지금 헤매는 것 같고	2	103.0	109.0	client	2
357	 그러니까 주변에 만들어진 상황에 제가 그냥 좌지우지 휘둘리고 있는 것 같은데	2	109.0	115.0	client	2
358	 음 이제 상담을 통해서 제가 이제 어떤 내면의 기준이나 내면의 제 마음 상태를 좀 다 잡게 된다면	1	115.0	124.0	client	2
359	 좀 이제 주체성이 저한테로 넘어오게 되지 않을까 하는 그런 생각을 했습니다.	1	124.0	131.0	client	2
360	 음 그러셨구나.	1	131.0	132.0	counselor	2
361	어 자신에 대해서 굉장히 많은 어 생각을 하고 계시네요.	1	132.0	137.0	counselor	2
362	주변 상황에 내가 좌지우지되는 내가 불편감이 있으신가요?	0	137.0	143.0	counselor	2
363	 네. 좀 가끔은 바보 같기도 하고	2	143.0	147.0	client	2
364	 그래서 좀 자존감이 떨어질 때도 있고	1	150.0	153.0	client	2
365	 그런데 이거를 겉으로는 또 내색을 안 하는 그런 성향이라서	2	153.0	160.0	client	2
366	음	0	159.0	160.0	counselor	2
367	 어 스스로 어쩔 때는 너무 이제 가식적이고 가면 쓰고 살아가는 것 같고 그런 느낌을 받아서	1	160.0	168.0	client	2
368	 언제 나는 내 모습으로 살아가지? 뭐 이런 생각이 들기도 합니다. 네	1	170.0	174.0	client	2
369	보경님이 생각하는 것들, 어 느끼는 감정들을 어 타인에게 그대로 표현을 하시거나	1	175.0	184.0	counselor	2
370	 이렇게 그런 경험은 많지 않으신가요?	0	184.0	188.0	counselor	2
371	네. 경험이 거의 없고 지금 현재 남자친구가 있는데	2	188.0	194.0	client	2
372	 남자친구 앞에서는 거의 모든 걸 다 벗듯이 솔직하게 다 드러낼 수 있었어요.	1	194.0	204.0	client	2
